name,phone,website,address,rating,reviews,city,category,email
МЕТРО 1 Пловдив,032605132,https://www.metro.bg/magazini/plovdiv1?utm_source=gmb&utm_medium=organic&utm_content=website&utm_term=plovdiv1,", КазармиИзточен, бул. „Санкт Петербург“ 135, 4023 Пловдив",,,Пловдив,вино магазин,
Divino Cafe Plovdiv,0897777840,https://www.instagram.com/divinocafeplovdiv?igsh=MWtqM3NlZmEyOTQ0dA==,", КапанаРайон Централен, ул. „Христо Дюкмеджиев“ 3, 4000 Пловдив",,,Пловдив,вино магазин,
Stopcheto,,,", Западна промишлена зонаЗападен, бул. „Пещерско шосе“ 88, 4001 Пловдив",,,Пловдив,вино магазин,
Андромеда Арт,,http://andromeda-art.com/,", ЦентърРайон Централен, ул. „Доктор Стоян Чомаков“ 1, 4000 Пловдив",,,Пловдив,вино магазин,
chochko | Торти Чочко - Гладстон,0875308553,http://www.chochko.com/,", ЦентърРайон Централен, ул. „Гладстон“ 4, 4000 Пловдив",,,Пловдив,вино магазин,
Dealicious Coffee & Food,0899880660,https://www.facebook.com/dealicious.plovdiv,", ж.к. ЮженЮжен, ул. „Асен Христофоров“ 1, 4004 Пловдив",,,Пловдив,вино магазин,
Балев Био Маркет - Пловдив,032240229,https://www.balevbiomarket.com/,", ЦентърРайон Централен, ул. „Младежка“ 2, 4002 Пловдив",,,Пловдив,вино магазин,
Balaban caffè Plovdiv Official,0886110425,,", ЦентърРайон Централен, ул. „Кирил Нектариев“ 4, 4000 Пловдив",,,Пловдив,вино магазин,
Green Library Food&Bar (РестоБар),0890911116,https://greenlibrary.bg/,", КапанаРайон Централен, ул. „Павел Куртевич“ 1, 4000 Пловдив",,,Пловдив,вино магазин,
МЕТРО Пловдив 2,032273132,https://www.metro.bg/magazini/plovdiv2?utm_source=gmb&utm_medium=organic&utm_content=website&utm_term=plovdiv2,", ул. Костиевска №1, 4205 Пловдив",,,Пловдив,вино магазин,
Piacere,0879010504,https://www.facebook.com/profile.php?id=61561303946399,", TsentarPlovdiv CenterРайон Централен, ул. „Отец Паисий“ 6, 4000 Пловдив",,,Пловдив,вино магазин,
М КАР-С ООД IVEKA ROYAL BOUTIQUE SHOP,0896940041,,", КършиякаСеверен, ул. „Брезовска“ 4, 4003 Пловдив",,,Пловдив,вино магазин,
Балон Бутик,0895694898,https://balloonboutique.bg/,", ж.к. ЮженЮжен, ул. „Димо Хаджидимов“ 8, 4004 Пловдив",,,Пловдив,вино магазин,
Spiritus Sanctus,0888003018,http://spiritussanctus.bg/contacts/,", Каменица 1Район Централен, ул. „Света Петка“ 4000, 4000 Пловдив",,,Пловдив,вино магазин,
Dolce Casa - луксозни стоки за кухня и готварство,0878191155,http://dolcecasa.bg/,", ЦентърРайон Централен, ул. „Константин Иречек“ 15, 4000 Пловдив",,,Пловдив,вино магазин,
Най-най,0888811449,,", ЦентърРайон Централен, бул. „Васил Априлов“ №18, А, 4002 Пловдив",,,Пловдив,вино магазин,
Satori Magic Cafe-Bar,0877172212,,", ЦентърРайон Централен, ул. „Константин Стоилов“ 49, 4000 Пловдив",,,Пловдив,вино магазин,
ONE ART CAFE - GALLERY,0878302916,,", КапанаРайон Централен, ул. „Йоаким Груев“ 26, 4000 Пловдив",,,Пловдив,вино магазин,
Топъл Хляб и Сиренце,0892030100,,", ж.к. ЮженЮжен, ул. „Димо Хаджидимов“ 4, 4004 Пловдив",,,Пловдив,вино магазин,
"Сладкарницата ""Южен Полъх"" Кършияка",0893829902,https://www.ujen-polah.com/,", ГагаринСеверен, ул. „Колю Фичето“ 15, 4003 Пловдив",,,Пловдив,вино магазин,
Dolce Fellini #2 Pasticceria & Gelateria,0892273298,,", КършиякаСеверен, ул. „Полковник Бонев“ 6, 4003 Пловдив",,,Пловдив,вино магазин,
"Complimenti - Coffee & Desserts | Декорирани торти, Сватбени торти, Сладолед, Кетъринг, италианско кафе Пловдив",0887802049,https://complimenti.bg/,", КапанаРайон Централен, ул. „Евлоги Георгиев“ 3, 4000 Пловдив",,,Пловдив,вино магазин,
Technoshop.bg - Директно от вносителя!,0876300646,https://tehnoshop.info/,", 4000, бул. „България“ 2 Б, 4000 Пловдив",,,Пловдив,вино магазин,
ПРИМЕКС-АВГ,032953682,http://www.primex-avg.com/,", Plovdiv, Brezovsko shose St 170",,,Пловдив,вино магазин,
"Свещи ""От Любов""",0878995262,https://www.candlesfromlove.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=13856843962123110127,", Северен, ул. „Бистрица“ 11, 4000 Пловдив",,,Пловдив,вино магазин,
The Whisky Library Plovdiv,032604778,https://thewhiskylibrary.club/,", Каменица 2Източен, ул. „Архитект Камен Петков“, 4017 Пловдив",,,Пловдив,уиски магазин,
Атама Туин ООД,,,", Редута, ул. „Марагидик“ 39, 1505 София",,,Пловдив,ликьор магазин,
Prime Bulgaria,0876923680,https://primebulgaria.eu/,", НПЗ Хаджи Димитър, ул. „Владайска река“ 4, 1510 София",,,Пловдив,ликьор магазин,
iCITY PARK SHOP,,,", Западна промишлена зонаЗападен, ул. „Кръстьо Раковски“ 23, 4002 Пловдив",,,Пловдив,ликьор магазин,
Дивес 2015 ООД,0896131033,,", кв. Оборище - А8Тракия, ул. „Григор Божков“ 73-77, 4023 Пловдив",,,Пловдив,ликьор магазин,
Реди,0897524526,,", ЖК Тракия А13 срещу блок 274, 4023 Пловдив",,,Пловдив,хранителен магазин цигари,
Димитър Маджаров – Млечни и месни продукти,032907000,https://madjarov.bg/,", Северна промишлена зонаСеверен, бул. „Васил Априлов“ 180, 4000 Пловдив",,,Пловдив,хранителен магазин цигари,
Магазин Хранителни Стоки,,,", Стария градРайон Централен, ул. „Цар Иван Шишман“ 4А, 4000 Пловдив",,,Пловдив,хранителен магазин цигари,
"""Събота"" пазар",,,", ж.к. Христо Ботев - СеверЮжен, ул. „Архимандрит Евлоги“ 20, 4013 Пловдив",,,Пловдив,хранителен магазин цигари,
Kaufland Пловдив Цариградско шосе,080012220,https://www.kaufland.bg/?cid=BG:loc:google_1627538199456,", Тракия, бул. „Цариградско шосе“ 94, 4019 Пловдив",,,Пловдив,хранителен магазин цигари,
"Торти ""Нико""",0897005815,http://www.tortiniko.com/,", МарашаРайон Централен, бул. „6-ти Септември“ 117, 4020 Пловдив",,,Пловдив,хранителен магазин цигари,
The Family Coffee Roasters VIA North,0897630071,https://thefamilycoffee.com/,", Северна промишлена зонаСеверен, ул. „Васил Левски“ 105, 4003 Пловдив",,,Пловдив,хранителен магазин цигари,
Блустоун Донътс,,http://www.instagram.com/bluestonedoughnuts/,", ЦентърРайон Централен, ул. „Отец Паисий“ 29, 4000 Пловдив",,,Пловдив,хранителен магазин цигари,
ТЪРГОВСКО ОБЗАВЕЖДАНЕ ЕООД & МИРО 901 ЕТ гр.Пловдив,032990991,http://www.miro901.com/,", ЦентърРайон Централен, ул. „Брегалница“ 4, 4002 Пловдив",,,Пловдив,хранителен магазин цигари,
Birdman Groceries / Бакалията на Птичаря,,,", Каменица 1Район Централен, ул. „Родопи“ 26А, 4000 Пловдив",,,Пловдив,хранителен магазин цигари,
Andrews/ Mall Plovdiv,0898251010,http://andrews.bg/,", ж.к. Младежки хълмЗападен, ул. „Перущица“ 8, 4000 Пловдив",,,Пловдив,кварталник,
Гранд Хотел Пловдив,032934442,http://www.grandhotelplovdiv.bg/,", КършиякаСеверен, ул. „Златю Бояджиев“ 2, 4003 Пловдив",,,Пловдив,кварталник,
кв. Въстанически,,,,,,Пловдив,кварталник,
TrafficNews,070010248,http://trafficnews.bg/,", Източна промишлена зонаИзточен, ул. „Орловец“ 3, 4006 Пловдив",,,Пловдив,кварталник,
БЕЗИСТЕНЪТ,0897221018,,", Каменица 1Район Централен, бул. „Княгиня Мария Луиза“ 18, 4000 Пловдив",,,Пловдив,смесен магазин,
Био магазин Зелен Пловдив,,https://www.facebook.com/profile.php?id=61574527034501,", ЗАД КАФЕ ""БИАНЧИ, ж.к. Христо СмирненскиЗападен, ул. „Рая“ 3, 4000 Пловдив",,,Пловдив,смесен магазин,
Магазин за Турски стоки,,,", ж.к. ЮженЮжен, ул. „Асен Христофоров“ 3, 4004 Пловдив",,,Пловдив,смесен магазин,
